idvisit,idaction_name,document,documenttime,search_cat,search,searchtime
253317,26075,HAFMD 1-16.pdf,2021-05-28T16:37:53.000Z,GAMECHANGER_gamechanger_combined,10 USC 8014,2021-05-28T16:37:36.000Z
253317,26070,AR 20-1.pdf,2021-05-28T16:17:58.000Z,GAMECHANGER_gamechanger_combined,10 USC 7014(f),2021-05-28T16:17:48.000Z
253317,26070,AR 20-1.pdf,2021-05-28T16:17:58.000Z,GAMECHANGER_gamechanger_combined,10 USC 7014(f),2021-05-28T16:17:48.000Z
253448,1151,Travel Restrictions Publication COVID-19 Travel Restrictions Installation Status Update.pdf,2021-05-28T18:46:06.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-28T18:44:54.000Z
253448,1151,Travel Restrictions Publication COVID-19 Travel Restrictions Installation Status Update.pdf,2021-05-28T18:46:05.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-28T18:44:54.000Z
253448,1151,Vaccine Guidance Publication Memorandum on Methods to Enable and Encourage Vaccination Against COVID-19.pdf,2021-05-28T18:45:15.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-28T18:44:54.000Z
253448,1151,Vaccine Guidance Publication Memorandum on Methods to Enable and Encourage Vaccination Against COVID-19.pdf,2021-05-28T18:45:14.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-28T18:44:54.000Z
253448,1151,FHP Supp 5 DoD Guidance for Mvmt and Med Treatment of COVID-19 Patients Symptomatic PUIs or Potentially Exposed.pdf,2021-05-28T18:43:12.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-28T18:42:26.000Z
253448,1151,FHP Supp 5 DoD Guidance for Mvmt and Med Treatment of COVID-19 Patients Symptomatic PUIs or Potentially Exposed.pdf,2021-05-28T18:43:11.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-28T18:42:26.000Z
253513,26112,DoDD 5105.21.pdf,2021-05-28T21:27:06.000Z,GAMECHANGER_gamechanger_combined,title 50,2021-05-28T21:23:52.000Z
253513,26112,DoDD 5105.21.pdf,2021-05-28T21:27:05.000Z,GAMECHANGER_gamechanger_combined,title 50,2021-05-28T21:23:52.000Z
253526,26119,DAFMAN 21-201.pdf,2021-05-28T23:12:04.000Z,GAMECHANGER_gamechanger_combined,AFMAN 21-201,2021-05-28T23:11:51.000Z
253526,26119,DAFMAN 21-201.pdf,2021-05-28T23:12:03.000Z,GAMECHANGER_gamechanger_combined,AFMAN 21-201,2021-05-28T23:11:51.000Z
253526,26118,AFMAN 21-200.pdf,2021-05-28T23:09:58.000Z,GAMECHANGER_gamechanger_combined,AFMAN 21-200,2021-05-28T23:09:46.000Z
253526,26118,AFMAN 21-200.pdf,2021-05-28T23:09:58.000Z,GAMECHANGER_gamechanger_combined,AFMAN 21-200,2021-05-28T23:09:46.000Z
253526,26118,AFMAN 21-200.pdf,2021-05-28T23:09:58.000Z,GAMECHANGER_gamechanger_combined,AFMAN 21-200,2021-05-28T23:09:46.000Z
253526,26115,AFMAN 21-202.pdf,2021-05-28T23:05:01.000Z,GAMECHANGER_gamechanger_combined,AF IMT 2411,2021-05-28T23:04:47.000Z
253526,26115,AFMAN 21-202.pdf,2021-05-28T23:05:01.000Z,GAMECHANGER_gamechanger_combined,AF IMT 2411,2021-05-28T23:04:47.000Z
253526,26115,AFMAN 21-202.pdf,2021-05-28T23:05:00.000Z,GAMECHANGER_gamechanger_combined,AF IMT 2411,2021-05-28T23:04:47.000Z
253685,26135,AFMAN 11-415.pdf,2021-06-01T10:49:13.000Z,GAMECHANGER_gamechanger_combined,&quot;mission defense team&quot;,2021-06-01T10:48:04.000Z
253685,26135,AFMAN 11-415.pdf,2021-06-01T10:49:13.000Z,GAMECHANGER_gamechanger_combined,&quot;mission defense team&quot;,2021-06-01T10:48:04.000Z
253685,26135,AFMAN 11-415.pdf,2021-06-01T10:49:11.000Z,GAMECHANGER_gamechanger_combined,&quot;mission defense team&quot;,2021-06-01T10:48:04.000Z
253685,26135,DAFPD 17-2.pdf,2021-06-01T10:48:14.000Z,GAMECHANGER_gamechanger_combined,&quot;mission defense team&quot;,2021-06-01T10:48:04.000Z
253685,26135,DAFPD 17-2.pdf,2021-06-01T10:48:14.000Z,GAMECHANGER_gamechanger_combined,&quot;mission defense team&quot;,2021-06-01T10:48:04.000Z
253685,26135,DAFPD 17-2.pdf,2021-06-01T10:48:13.000Z,GAMECHANGER_gamechanger_combined,&quot;mission defense team&quot;,2021-06-01T10:48:04.000Z
253685,16095,AFI 17-201.pdf,2021-06-01T10:32:47.000Z,GAMECHANGER_gamechanger_combined,cyberspace operations,2021-06-01T10:32:00.000Z
253685,16095,AFI 17-201.pdf,2021-06-01T10:32:47.000Z,GAMECHANGER_gamechanger_combined,cyberspace operations,2021-06-01T10:32:00.000Z
253685,16095,AFI 17-201.pdf,2021-06-01T10:32:45.000Z,GAMECHANGER_gamechanger_combined,cyberspace operations,2021-06-01T10:32:00.000Z
253685,16095,AFI 13-103.pdf,2021-06-01T10:32:32.000Z,GAMECHANGER_gamechanger_combined,cyberspace operations,2021-06-01T10:32:00.000Z
253685,16095,AFI 13-103.pdf,2021-06-01T10:32:32.000Z,GAMECHANGER_gamechanger_combined,cyberspace operations,2021-06-01T10:32:00.000Z
253685,16095,AFI 13-103.pdf,2021-06-01T10:32:31.000Z,GAMECHANGER_gamechanger_combined,cyberspace operations,2021-06-01T10:32:00.000Z
253782,7429,DAFPAM 63-128.pdf,2021-06-01T12:10:57.000Z,GAMECHANGER_gamechanger_combined,DoDI 5000.83,2021-06-01T12:10:44.000Z
253782,7429,DAFPAM 63-128.pdf,2021-06-01T12:10:56.000Z,GAMECHANGER_gamechanger_combined,DoDI 5000.83,2021-06-01T12:10:44.000Z
253788,26145,Requirement for the Five Eyes Nations to Establish PKI Interoperability with DoD Classified Networks.pdf,2021-06-01T12:18:59.000Z,GAMECHANGER_gamechanger_combined,&quot;data object&quot;,2021-06-01T12:14:52.000Z
253788,26145,Requirement for the Five Eyes Nations to Establish PKI Interoperability with DoD Classified Networks.pdf,2021-06-01T12:18:59.000Z,GAMECHANGER_gamechanger_combined,&quot;data object&quot;,2021-06-01T12:14:52.000Z
253788,26145,Requirement for the Five Eyes Nations to Establish PKI Interoperability with DoD Classified Networks.pdf,2021-06-01T12:18:58.000Z,GAMECHANGER_gamechanger_combined,&quot;data object&quot;,2021-06-01T12:14:52.000Z
253788,26145,DoDM 1416.08 CH 1.pdf,2021-06-01T12:18:49.000Z,GAMECHANGER_gamechanger_combined,&quot;data object&quot;,2021-06-01T12:14:52.000Z
253788,26145,DoDM 1416.08 CH 1.pdf,2021-06-01T12:18:48.000Z,GAMECHANGER_gamechanger_combined,&quot;data object&quot;,2021-06-01T12:14:52.000Z
253838,26150,CJCSI 1800.01F.pdf,2021-06-01T12:50:10.000Z,GAMECHANGER_gamechanger_combined,education,2021-06-01T12:49:58.000Z
253838,26150,CJCSI 1800.01F.pdf,2021-06-01T12:50:09.000Z,GAMECHANGER_gamechanger_combined,education,2021-06-01T12:49:58.000Z
253908,26160,DoDM 5000.04.pdf,2021-06-01T13:56:19.000Z,GAMECHANGER_gamechanger_combined,services acquisition,2021-06-01T13:56:00.000Z
253908,26160,DoDM 5000.04.pdf,2021-06-01T13:56:18.000Z,GAMECHANGER_gamechanger_combined,services acquisition,2021-06-01T13:56:00.000Z
253908,1940,DAFI 63-146.pdf,2021-06-01T13:43:37.000Z,GAMECHANGER_gamechanger_combined,acquisition,2021-06-01T13:38:50.000Z
253908,1940,DAFI 63-146.pdf,2021-06-01T13:43:37.000Z,GAMECHANGER_gamechanger_combined,acquisition,2021-06-01T13:38:50.000Z
253908,1940,DAFI 63-146.pdf,2021-06-01T13:43:36.000Z,GAMECHANGER_gamechanger_combined,acquisition,2021-06-01T13:38:50.000Z
253908,1940,ARMY DIR 2021-11.pdf,2021-06-01T13:43:14.000Z,GAMECHANGER_gamechanger_combined,acquisition,2021-06-01T13:38:50.000Z
253908,1940,ARMY DIR 2021-11.pdf,2021-06-01T13:43:14.000Z,GAMECHANGER_gamechanger_combined,acquisition,2021-06-01T13:38:50.000Z
253908,1940,ARMY DIR 2021-11.pdf,2021-06-01T13:43:13.000Z,GAMECHANGER_gamechanger_combined,acquisition,2021-06-01T13:38:50.000Z
253932,26159,DoDI 5000.88.pdf,2021-06-01T13:55:45.000Z,GAMECHANGER_gamechanger_combined,DoDI 5000.88,2021-06-01T13:55:36.000Z
253932,26159,DoDI 5000.88.pdf,2021-06-01T13:55:45.000Z,GAMECHANGER_gamechanger_combined,DoDI 5000.88,2021-06-01T13:55:36.000Z
253932,26159,DoDI 5000.88.pdf,2021-06-01T13:55:45.000Z,GAMECHANGER_gamechanger_combined,DoDI 5000.88,2021-06-01T13:55:36.000Z
253932,26158,DoDI 5000.02T CH 10.pdf,2021-06-01T13:47:35.000Z,GAMECHANGER_gamechanger_combined,DoDI 5000.02T CH 10,2021-06-01T13:47:28.000Z
253932,26158,DoDI 5000.02T CH 10.pdf,2021-06-01T13:47:34.000Z,GAMECHANGER_gamechanger_combined,DoDI 5000.02T CH 10,2021-06-01T13:47:28.000Z
253949,26153,Review of F-35 Joint Strike Fighter Program.pdf,2021-06-01T13:57:56.000Z,GAMECHANGER_gamechanger_combined,f-35,2021-06-01T13:57:01.000Z
253949,26153,Review of F-35 Joint Strike Fighter Program.pdf,2021-06-01T13:57:56.000Z,GAMECHANGER_gamechanger_combined,f-35,2021-06-01T13:57:01.000Z
253949,26153,Review of F-35 Joint Strike Fighter Program.pdf,2021-06-01T13:57:55.000Z,GAMECHANGER_gamechanger_combined,f-35,2021-06-01T13:57:01.000Z
253973,25086,AFI 36-3037.pdf,2021-06-01T14:11:47.000Z,GAMECHANGER_gamechanger_combined,YRRP,2021-06-01T14:10:53.000Z
253973,25086,AFI 36-3037.pdf,2021-06-01T14:11:47.000Z,GAMECHANGER_gamechanger_combined,YRRP,2021-06-01T14:10:53.000Z
253973,25086,AFI 36-3037.pdf,2021-06-01T14:11:46.000Z,GAMECHANGER_gamechanger_combined,YRRP,2021-06-01T14:10:53.000Z
253973,25086,CNGBI 1801.01.pdf,2021-06-01T14:11:09.000Z,GAMECHANGER_gamechanger_combined,YRRP,2021-06-01T14:10:53.000Z
253973,25086,CNGBI 1801.01.pdf,2021-06-01T14:11:08.000Z,GAMECHANGER_gamechanger_combined,YRRP,2021-06-01T14:10:53.000Z
253986,24983,DoDFMR V1CH10.pdf,2021-06-01T14:36:21.000Z,GAMECHANGER_gamechanger_combined,Dormant Account Review Quarterly,2021-06-01T14:36:05.000Z
253986,24983,DoDFMR V1CH10.pdf,2021-06-01T14:36:17.000Z,GAMECHANGER_gamechanger_combined,Dormant Account Review Quarterly,2021-06-01T14:36:05.000Z
253986,24983,DoDFMR V1CH10.pdf,2021-06-01T14:36:16.000Z,GAMECHANGER_gamechanger_combined,Dormant Account Review Quarterly,2021-06-01T14:36:05.000Z
254067,26176,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:58:02.000Z,GAMECHANGER_gamechanger_combined,public-private talent,2021-06-01T14:57:52.000Z
254067,26176,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:58:02.000Z,GAMECHANGER_gamechanger_combined,public-private talent,2021-06-01T14:57:52.000Z
254067,26176,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:58:01.000Z,GAMECHANGER_gamechanger_combined,public-private talent,2021-06-01T14:57:52.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:04.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:04.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:03.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,DoDI 1400.25 Volume 3005.pdf,2021-06-01T14:53:38.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,DoDI 1400.25 Volume 3005.pdf,2021-06-01T14:53:38.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,DoDI 1400.25 Volume 3005.pdf,2021-06-01T14:53:37.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,DoDI 1400.25 Volume 3005.pdf,2021-06-01T14:53:32.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,DoDI 1400.25 Volume 3005.pdf,2021-06-01T14:53:32.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,DoDI 1400.25 Volume 3005.pdf,2021-06-01T14:53:31.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,Public Private Talent Exchange.pdf,2021-06-01T14:53:15.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,Public Private Talent Exchange.pdf,2021-06-01T14:53:15.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,Public Private Talent Exchange.pdf,2021-06-01T14:53:14.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:52:44.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:52:44.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:52:43.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:52:16.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:52:15.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:33.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:33.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:30.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:30.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:29.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:18.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:18.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254067,26168,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:51:17.000Z,GAMECHANGER_gamechanger_combined,talent exchange,2021-06-01T14:49:49.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:35.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:35.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:34.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:03.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:02.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:00.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:54:00.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:53:59.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:53:57.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:53:57.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254074,26172,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T14:53:56.000Z,GAMECHANGER_gamechanger_combined,&quot;talent exchange&quot;,2021-06-01T14:53:52.000Z
254108,7181,DoDD 8140.01.pdf,2021-06-01T15:12:54.000Z,GAMECHANGER_gamechanger_combined,8140,2021-06-01T15:12:41.000Z
254108,7181,DoDD 8140.01.pdf,2021-06-01T15:12:53.000Z,GAMECHANGER_gamechanger_combined,8140,2021-06-01T15:12:41.000Z
254126,26177,AFI 36-3026V1_IP.pdf,2021-06-01T15:25:51.000Z,GAMECHANGER_gamechanger_combined,COAST GUARD TRUSTED ASSOCIATE SPONSORSHIP SYSTEM (TASS),2021-06-01T15:24:57.000Z
254126,26177,AFI 36-3026V1_IP.pdf,2021-06-01T15:25:51.000Z,GAMECHANGER_gamechanger_combined,COAST GUARD TRUSTED ASSOCIATE SPONSORSHIP SYSTEM (TASS),2021-06-01T15:24:57.000Z
254126,26177,AFI 36-3026V1_IP.pdf,2021-06-01T15:25:51.000Z,GAMECHANGER_gamechanger_combined,COAST GUARD TRUSTED ASSOCIATE SPONSORSHIP SYSTEM (TASS),2021-06-01T15:24:57.000Z
254177,26187,DoDI 1100.23 CH 1.pdf,2021-06-01T16:04:59.000Z,GAMECHANGER_gamechanger_combined,Intergovernmental Personnel Act,2021-06-01T15:56:05.000Z
254177,26187,DoDI 1100.23 CH 1.pdf,2021-06-01T16:04:59.000Z,GAMECHANGER_gamechanger_combined,Intergovernmental Personnel Act,2021-06-01T15:56:05.000Z
254177,26187,DoDI 1100.23 CH 1.pdf,2021-06-01T16:04:58.000Z,GAMECHANGER_gamechanger_combined,Intergovernmental Personnel Act,2021-06-01T15:56:05.000Z
254177,26181,DoDI 1100.23 CH 1.pdf,2021-06-01T15:55:33.000Z,GAMECHANGER_gamechanger_combined,1100.23,2021-06-01T15:55:26.000Z
254177,26181,DoDI 1100.23 CH 1.pdf,2021-06-01T15:55:32.000Z,GAMECHANGER_gamechanger_combined,1100.23,2021-06-01T15:55:26.000Z
254178,26185,DoDI 5205.11 CH 2.pdf,2021-06-01T15:57:37.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,DoDI 5205.11 CH 2.pdf,2021-06-01T15:57:37.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,DoDI 5205.11 CH 2.pdf,2021-06-01T15:57:36.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,"FMR 7, 1 1 2020 OCR.pdf",2021-06-01T15:57:21.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,"FMR 7, 1 1 2020 OCR.pdf",2021-06-01T15:57:21.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,"FMR 7, 1 1 2020 OCR.pdf",2021-06-01T15:57:20.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,DoDI 5205.11 CH 2.pdf,2021-06-01T15:56:58.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,DoDI 5205.11 CH 2.pdf,2021-06-01T15:56:57.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,2006 - DSB - A Summer Study on Transformation- Progress Assessment Vol 2.pdf,2021-06-01T15:56:26.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,2006 - DSB - A Summer Study on Transformation- Progress Assessment Vol 2.pdf,2021-06-01T15:56:25.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,DoDFMR V7ACH66.pdf,2021-06-01T15:56:06.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26185,DoDFMR V7ACH66.pdf,2021-06-01T15:56:05.000Z,GAMECHANGER_gamechanger_combined,dep sec memo,2021-06-01T15:55:58.000Z
254178,26184,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T15:55:48.000Z,GAMECHANGER_gamechanger_combined,"Public-Private Talent Exchange, 7 19 2018",2021-06-01T15:55:42.000Z
254178,26184,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T15:55:48.000Z,GAMECHANGER_gamechanger_combined,"Public-Private Talent Exchange, 7 19 2018",2021-06-01T15:55:42.000Z
254178,26184,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T15:55:47.000Z,GAMECHANGER_gamechanger_combined,"Public-Private Talent Exchange, 7 19 2018",2021-06-01T15:55:42.000Z
254190,3047,DoDFMR V1CH10.pdf,2021-06-01T16:24:51.000Z,GAMECHANGER_gamechanger_combined,advana,2021-06-01T16:24:25.000Z
254190,3047,DoDFMR V1CH10.pdf,2021-06-01T16:24:50.000Z,GAMECHANGER_gamechanger_combined,advana,2021-06-01T16:24:25.000Z
254190,3047,DoDFMR V1CH10.pdf,2021-06-01T16:24:50.000Z,GAMECHANGER_gamechanger_combined,advana,2021-06-01T16:24:25.000Z
254198,26193,Space Force Legislative Proposal.pdf,2021-06-01T16:17:18.000Z,GAMECHANGER_gamechanger_combined,&quot;Space Corps&quot;,2021-06-01T16:14:50.000Z
254198,26193,Space Force Legislative Proposal.pdf,2021-06-01T16:17:18.000Z,GAMECHANGER_gamechanger_combined,&quot;Space Corps&quot;,2021-06-01T16:14:50.000Z
254198,26193,Space Force Legislative Proposal.pdf,2021-06-01T16:17:17.000Z,GAMECHANGER_gamechanger_combined,&quot;Space Corps&quot;,2021-06-01T16:14:50.000Z
254206,14556,AFMAN 65-604.pdf,2021-06-01T16:30:39.000Z,GAMECHANGER_gamechanger_combined,line of accounting,2021-06-01T16:27:22.000Z
254206,14556,HOI 23-1.pdf,2021-06-01T16:28:33.000Z,GAMECHANGER_gamechanger_combined,line of accounting,2021-06-01T16:27:22.000Z
254206,14556,HOI 23-1.pdf,2021-06-01T16:28:31.000Z,GAMECHANGER_gamechanger_combined,line of accounting,2021-06-01T16:27:22.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:45:04.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:45:03.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:44:34.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:44:33.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:44:26.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:44:26.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:42:01.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254288,26204,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018 OCR.pdf",2021-06-01T17:42:00.000Z,GAMECHANGER_gamechanger_combined,"DEP SEC DEF Memo, Public-Private Talent Exchange, 7 19 2018",2021-06-01T17:41:57.000Z
254335,26211,ARMY DIR 2018-07-13.pdf,2021-06-01T17:58:07.000Z,GAMECHANGER_gamechanger_combined,army directive,2021-06-01T17:57:57.000Z
254335,26211,ARMY DIR 2018-07-13.pdf,2021-06-01T17:58:07.000Z,GAMECHANGER_gamechanger_combined,army directive,2021-06-01T17:57:57.000Z
254335,26211,ARMY DIR 2018-07-13.pdf,2021-06-01T17:58:06.000Z,GAMECHANGER_gamechanger_combined,army directive,2021-06-01T17:57:57.000Z
